ID_Persona;P6435;P6440;P6460;P8624;P415
728432021;5;2;;;25
728432111;5;1;2;;50
728432121;5;1;2;;50
728432131;;;;;
728432311;5;2;;;40
728432321;1;;1;1200000;12
728432411;1;;1;640000;32
728432421;7;;;;66
728432431;5;1;2;;48
728432511;10;;1;775000;12
728432521;9;;;;12
728432611;1;;1;5900000;43
728432621;1;;1;2000000;50
728432711;;;;;
728432721;;;;;
728432731;1;;1;800000;48
728432811;5;2;;;24
728432911;5;2;;;36
728433011;1;;1;120000;4
728433021;1;;1;700000;54
728433211;;;;;
728433221;1;;1;650000;27
728433411;;;;;
728433421;5;2;;;14
728433431;1;;1;1200000;10
728433611;6;;;;44
728433621;5;2;;;40
728433631;5;2;;;40
728433711;5;2;;;24
728433721;;;;;
728433911;1;;2;810000;50
728433921;;;;;
728433931;;;;;
728433941;;;;;
728434011;5;1;1;;44
728434021;5;1;1;;18
728434031;5;1;2;;44
728434041;;;;;
728434111;5;2;;;49
728434121;;;;;
728434131;9;;;;2
728434141;;;;;
728434211;10;;1;737717;48
728434221;;;;;
728434311;5;2;;;48
728434321;;;;;
728434331;;;;;
728434511;5;2;;;105
728434611;;;;;
728434621;5;2;;;44
728434711;1;;1;960000;48
728434721;;;;;
728434911;;;;;
728434921;;;;;
728435011;5;2;;;12
728435021;5;2;;;2
728435031;;;;;
728435041;;;;;
728435111;;;;;
728435121;;;;;
728435211;3;;1;300000;5
728435221;5;2;;;11
728435231;;;;;
728435241;;;;;
728435311;1;;1;3600000;66
728435321;;;;;
728435331;;;;;
728435351;;;;;
728435411;;;;;
728435421;5;2;;;24
728435431;1;;1;1600000;80
728435511;;;;;
728435611;1;;1;2100000;56
728435711;10;;1;300000;30
728435721;;;;;
728435731;;;;;
728435811;1;;1;900000;48
728435821;5;2;;;24
728435911;5;2;;;10
728435921;1;;1;1000000;8
728435931;;;;;
728436011;;;;;
728436021;1;;2;600000;18
728436031;;;;;
728436041;;;;;
728436051;;;;;
728436211;1;;2;900000;48
728436221;;;;;
728436231;;;;;
728436311;;;;;
728436321;1;;1;1000000;48
728436411;5;2;;;20
728436421;1;;1;300000;25
728436431;;;;;
728436441;;;;;
728436451;;;;;
728436511;5;2;;;7
728436521;;;;;
728436611;5;1;1;;54
728436621;;;;;
728436631;5;2;;;48
728436641;;;;;
728436711;1;;1;250000;70
728436721;;;;;
728436811;;;;;
728436911;;;;;
728436921;;;;;
728436931;5;2;;;7
728436941;1;;1;1000000;48
728436951;;;;;
728436961;;;;;
728437011;5;2;;;16
728437031;5;2;;;15
728437111;1;;1;1120000;48
728437121;;;;;
728437311;1;;1;1050000;60
728437321;;;;;
728437331;;;;;
728437341;;;;;
728437411;1;;1;1050000;48
728437511;1;;1;1250000;45
728437521;5;2;;;40
728437531;1;;1;764000;45
728437541;8;;;;40
728437551;;;;;
728437561;;;;;
728437811;5;2;;;48
728437821;;;;;
728437831;;;;;
728437841;;;;;
728437911;1;;1;877803;48
728437921;;;;;
728437931;;;;;
728437941;;;;;
728438011;;;;;
728438111;;;;;
728438211;;;;;
728438221;;;;;
728438231;;;;;
728438311;1;;1;1500000;60
728438321;;;;;
728438411;4;2;;;60
728438511;5;2;;;25
728438521;;;;;
728438611;;;;;
728438621;;;;;
728438711;1;;1;2300000;48
728438721;1;;1;2300000;36
728438811;5;2;;;56
728438821;;;;;
728438831;;;;;
728438911;;;;;
728438921;;;;;
728439111;1;;1;1200000;48
728439121;1;;2;877803;40
728439131;;;;;
728439211;5;2;;;52
728439311;;;;;
728439321;;;;;
728439411;;;;;
728439511;;;;;
728439611;;;;;
728439621;1;;1;1500000;48
728439631;;;;;
728439711;;;;;
728439721;1;;1;1700000;50
728439811;5;2;;;45
728439911;1;;1;877803;48
728439921;;;;;
728440011;5;2;;;60
728440111;;;;;
728440121;;;;;
728440211;1;;2;1200000;20
728440311;2;;1;877800;48
728440321;;;;;
728440331;;;;;
728440411;1;;1;1450000;53
728440511;;;;;
728440521;;;;;
728440611;;;;;
728440711;;;;;
728441011;7;;;;25
728441111;7;;;;60
728441121;;;;;
728441311;7;;;;58
728441321;;;;;
728441411;;;;;
728441421;7;;;;45
728441511;7;;;;60
728441611;7;;;;60
728441711;5;1;1;;48
728441721;;;;;
728441811;7;;;;70
728441821;;;;;
728441911;5;1;1;;40
728442011;7;;;;55
728442021;;;;;
728442111;7;;;;62
728442121;;;;;
728442211;7;;;;50
728442311;2;;1;2700000;50
728442321;2;;1;2700000;50
728442331;;;;;
728442341;;;;;
728442351;5;2;;;30
728442411;;;;;
728442421;;;;;
728442611;5;2;;;10
728442621;1;;2;877803;48
728442811;2;;1;500000;48
728442821;5;2;;;48
728442831;;;;;
728442812;3;;1;800000;35
728442813;5;2;;;42
728442814;1;;1;200000;24
728442824;;;;;
728443011;2;;2;98;48
728443211;2;;2;3000000;80
728443411;;;;;
728443421;;;;;
728443431;;;;;
728443511;;;;;
728443521;;;;;
728443531;;;;;
728443711;5;2;;;10
728443721;;;;;
728443811;;;;;
728443821;1;;2;1500000;45
728443911;5;2;;;6
728443921;;;;;
728444011;5;2;;;84
728444021;;;;;
728444031;4;2;;;40
728444041;4;2;;;40
728444051;1;;2;1200000;40
728444061;;;;;
728444111;;;;;
728444121;;;;;
728444211;2;;1;99;40
728444221;;;;;
728444411;1;;2;99;48
728444421;;;;;
728444431;;;;;
728444611;5;2;;;48
728444811;;;;;
728444821;5;2;;;45
728444831;;;;;
728444841;;;;;
728444851;;;;;
728444861;;;;;
728445011;;;;;
728445021;5;2;;;32
728445031;;;;;
728445111;;;;;
728445211;5;2;;;35
728445221;;;;;
728445311;1;;2;834586;120
728445321;1;;1;877803;50
728445331;;;;;
728445341;;;;;
728445411;2;;1;877803;40
728445421;;;;;
728445511;8;;;;14
728445521;1;;1;480000;54
728445611;6;;;;35
728445621;5;2;;;60
728445711;1;;1;600000;48
728445721;1;;1;750000;48
728445811;5;2;;;32
728445821;;;;;
728445911;5;2;;;42
728445921;;;;;
728446011;1;;1;400000;30
728446021;;;;;
728446111;;;;;
728446121;;;;;
728446411;5;2;;;60
728446421;1;;2;877803;45
728446511;1;;2;877803;45
728446611;5;2;;;8
728446621;;;;;
728446631;5;2;;;30
728446711;1;;1;2080000;40
728446721;;;;;
728446811;1;;1;877803;84
728446821;1;;1;877803;36
728446911;7;;;;32
728446921;6;;;;63
728446931;;;;;
728446941;;;;;
728447011;5;2;;;14
728447111;1;;1;250000;72
728447121;;;;;
728447131;;;;;
728447141;;;;;
728447211;2;;1;2400000;48
728447311;5;2;;;28
728447321;;;;;
728447331;5;1;2;;40
728447341;;;;;
728447411;5;2;;;3
728447421;;;;;
728447511;;;;;
728447521;;;;;
728447531;4;1;2;;40
728447541;;;;;
728447561;;;;;
728447711;5;2;;;42
728447721;5;2;;;21
728447731;;;;;
728448011;;;;;
728448111;2;;1;99;50
728448121;2;;1;99;40
728448211;1;;2;3400000;84
728448311;1;;1;1350000;40
728448321;5;2;;;58
728448411;5;2;;;72
728448421;9;;;;36
728448611;6;;;;48
728448621;2;;1;1600000;40
728448631;;;;;
728448641;1;;1;250000;21
728448711;5;2;;;16
728448811;1;;1;500000;84
728448911;5;2;;;84
728448921;;;;;
728449011;5;2;;;30
728449211;2;;1;1900000;50
728449311;;;;;
728449411;6;;;;30
728449421;;;;;
728449431;1;;2;877803;48
728449511;5;2;;;20
728449521;;;;;
728449531;;;;;
728449541;5;2;;;24
728449611;;;;;
728449621;2;;1;1200000;40
728449631;;;;;
728449811;2;;1;1800000;48
728449821;2;;1;4000000;40
728449831;;;;;
728450011;5;2;;;42
728450021;;;;;
728450031;;;;;
728450111;;;;;
728450121;5;2;;;40
728450131;;;;;
728450411;5;2;;;38
728450421;;;;;
728450431;;;;;
728450511;;;;;
728450521;;;;;
728450811;1;;1;480000;42
728450821;1;;1;350000;40
728450911;1;;1;350000;21
728450921;;;;;
728450931;;;;;
728451011;2;;1;3800000;40
728451111;;;;;
728451121;;;;;
728451131;;;;;
728451211;7;;;;30
728451221;6;;;;20
728451311;2;;1;1300000;40
728451321;2;;1;1410000;40
728451411;5;2;;;42
728451511;6;;;;10
728451521;8;;;;10
728451531;;;;;
728451711;;;;;
728451911;;;;;
728451921;5;2;;;10
728452011;5;2;;;48
728452021;;;;;
728452031;;;;;
728452111;;;;;
728452121;5;2;;;45
728452211;1;;1;550000;40
728452411;;;;;
728452711;5;2;;;21
728452811;5;2;;;32
728452821;;;;;
728452911;;;;;
728453211;2;;1;1700000;50
728453221;;;;;
728453311;6;;;;35
728453321;;;;;
728453511;5;2;;;3
728453521;;;;;
728453531;;;;;
728453541;;;;;
728453611;2;;1;3600000;40
728453711;;;;;
728453721;5;2;;;8
728453731;;;;;
728453811;1;;2;900000;48
728453821;;;;;
728454011;2;;2;1200000;40
728454021;;;;;
728454111;2;;1;1820000;40
728454311;2;;2;2700000;40
728454321;6;;;;20
728454411;7;;;;18
728454421;;;;;
728454711;;;;;
728454811;1;;1;1600000;40
728454821;6;;;;25
728454831;;;;;
728454911;5;2;;;30
728455011;;;;;
728455111;2;;2;700000;35
728455121;5;2;;;40
728455211;2;;1;880000;40
728455311;5;2;;;42
728455321;;;;;
728455331;;;;;
728455411;5;2;;;30
728455421;;;;;
728455431;;;;;
728455611;;;;;
728455621;6;;;;40
728455631;5;2;;;25
728455911;5;2;;;20
728455921;;;;;
728455931;;;;;
728455941;;;;;
728455951;;;;;
728456011;;;;;
728456021;2;;2;877000;40
728456031;;;;;
728456111;;;;;
728456121;;;;;
728456211;5;2;;;48
728456221;5;2;;;10
728456231;;;;;
728456311;;;;;
728456321;3;;2;300000;42
728456331;;;;;
728456341;5;2;;;40
728456351;10;;2;500000;8
728456361;4;2;;;3
728456711;;;;;
728456811;;;;;
728456911;7;;;;40
728456921;;;;;
728457011;;;;;
728457211;;;;;
728457221;5;2;;;30
728457231;;;;;
728457311;7;;;;25
728457321;;;;;
728457511;5;2;;;6
728457521;5;2;;;2
728457531;;;;;
728457611;;;;;
728457811;;;;;
728457821;;;;;
728457831;;;;;
728458011;7;;;;40
728458021;;;;;
728458031;;;;;
728458111;5;2;;;10
728458121;;;;;
728458131;;;;;
728458211;;;;;
728458221;;;;;
728458411;;;;;
728458421;;;;;
728458511;10;;1;200000;25
728458521;;;;;
728458711;7;;;;54
728458721;;;;;
728458811;6;;;;25
728458821;;;;;
728458911;7;;;;40
728458921;;;;;
728458931;;;;;
728459211;5;2;;;8
728459221;;;;;
728459311;7;;;;30
728459321;;;;;
728459331;7;;;;15
728459341;7;;;;20
728459411;;;;;
728459421;;;;;
728459431;;;;;
728459511;7;;;;120
728459521;7;;;;40
728459611;;;;;
728459621;7;;;;30
728459711;5;2;;;16
728459721;5;2;;;40
728459811;;;;;
728459911;5;2;;;25
728460011;7;;;;40
728460021;;;;;
728460111;5;2;;;48
728460121;;;;;
728460131;5;1;2;;48
728460211;4;2;;;40
728460311;;;;;
728460321;;;;;
728460411;5;2;;;4
728460511;5;2;;;20
728460521;;;;;
728460531;;;;;
728460611;7;;;;30
728460711;5;2;;;35
728460811;5;2;;;40
728460821;5;2;;;18
728460911;5;2;;;15
728460921;;;;;
728461011;3;;1;200000;27
728461411;5;2;;;20
728461511;6;;;;43
728461521;;;;;
728461531;;;;;
728461611;5;2;;;20
728461621;4;1;2;;48
728461631;;;;;
728461811;;;;;
728462011;5;2;;;38
728462021;5;2;;;24
728462111;;;;;
728462121;;;;;
728462131;7;;;;40
728462211;6;;;;8
728462221;;;;;
728462311;10;;1;300000;38
728462321;5;2;;;38
728462411;7;;;;48
728462421;;;;;
728462511;7;;;;20
728462521;;;;;
728462611;7;;;;30
728462621;5;2;;;40
728462631;;;;;
728462711;7;;;;20
728462721;;;;;
728462811;;;;;
728462821;;;;;
728462911;;;;;
728462921;7;;;;10
728463011;;;;;
728463021;;;;;
728463211;;;;;
728463311;5;2;;;28
728463321;5;2;;;6
728463411;;;;;
728463421;;;;;
728463431;;;;;
728463511;3;;1;300000;35
728463521;5;2;;;15
728463611;;;;;
728463711;6;;;;50
728463721;5;2;;;25
728463811;;;;;
728463911;5;2;;;40
728463921;;;;;
728464111;;;;;
728464121;;;;;
728464131;1;;1;250000;35
728464211;1;;1;300000;38
728464221;;;;;
728464311;6;;;;44
728464321;8;;;;7
728464411;;;;;
728464511;2;;1;2300000;35
728464531;;;;;
728464611;5;2;;;20
728464621;;;;;
728464811;2;;1;2000000;30
728464821;;;;;
728464911;;;;;
728465011;1;;1;300000;32
728465021;;;;;
728465211;2;;2;1800000;30
728465221;4;2;;;30
728465231;;;;;
728465311;6;;;;40
728465321;9;;;;5
728465331;;;;;
728465411;5;2;;;40
728465421;;;;;
728465431;;;;;
728465611;5;2;;;32
728465631;;;;;
728465711;5;2;;;32
728465721;;;;;
728465811;5;2;;;40
728465821;;;;;
728465911;7;;;;48
728465921;;;;;
728465931;5;2;;;36
728465941;;;;;
728466011;5;2;;;30
728466021;;;;;
728466111;5;2;;;60
728466121;;;;;
728466131;5;2;;;40
728466211;5;2;;;40
728466221;;;;;
728466231;;;;;
728466311;6;;;;20
728466321;;;;;
728466331;;;;;
728466341;1;;1;200000;48
728466411;5;2;;;5
728466421;;;;;
728466431;5;2;;;22
728466511;7;;;;8
728466521;;;;;
728466531;;;;;
728466611;5;2;;;48
728466621;;;;;
728466631;;;;;
728466641;;;;;
728466711;6;;;;48
728466721;;;;;
728466811;5;2;;;32
728466821;;;;;
728466911;5;2;;;40
728466921;;;;;
728467011;6;;;;40
728467021;;;;;
728467031;1;;1;500000;40
728467111;5;2;;;38
728467121;;;;;
728467211;5;2;;;40
728467221;;;;;
728467311;6;;;;48
728467321;;;;;
728467411;7;;;;40
728467421;;;;;
728467431;5;2;;;48
728467441;5;2;;;42
728467611;5;2;;;32
728467621;;;;;
728467711;4;2;;;40
728467721;4;2;;;20
728467731;;;;;
728467811;7;;;;48
728467821;5;2;;;50
728467831;;;;;
728468011;6;;;;40
728468021;;;;;
728468111;5;2;;;40
728468121;;;;;
728468211;;;;;
728468221;7;;;;40
728468231;5;2;;;35
728468241;5;2;;;30
728468251;;;;;
728468311;5;2;;;40
728468321;;;;;
728468331;;;;;
728468341;;;;;
728468411;5;2;;;48
728468421;;;;;
728468511;5;2;;;48
728468521;7;;;;48
728468611;5;2;;;40
728468621;5;2;;;40
728468811;7;;;;32
728468821;;;;;
728468831;;;;;
728468911;6;;;;40
728468921;1;;1;300000;30
728468931;;;;;
728469011;;;;;
728469021;;;;;
728469211;5;2;;;36
728469221;;;;;
728469311;;;;;
728469321;6;;;;40
728469331;1;;1;300000;40
728469411;5;2;;;72
728469421;;;;;
728469511;7;;;;52
728469521;;;;;
728469531;;;;;
728469611;2;;1;3500000;35
728469621;;;;;
728469631;5;2;;;25
728469641;4;2;;;25
728469651;;;;;
728469711;5;2;;;40
728469721;5;2;;;36
728469731;5;2;;;40
728469741;5;2;;;20
728470011;;;;;
728470111;5;2;;;48
728470121;;;;;
728470211;5;2;;;48
728470311;5;2;;;48
728470321;;;;;
728470411;4;2;;;48
728470421;;;;;
728470431;;;;;
728470511;5;2;;;35
728470521;2;;1;2800000;40
728470611;4;2;;;40
728470911;7;;;;40
728470921;;;;;
728471011;5;2;;;40
728471021;;;;;
728471031;5;2;;;40
728471041;5;2;;;40
728471051;;;;;
728471061;;;;;
728471081;;;;;
728471111;7;;;;40
728471121;;;;;
728471311;5;2;;;42
728471321;;;;;
728471331;;;;;
728471341;;;;;
728471411;;;;;
728471421;5;2;;;35
728471431;;;;;
728471441;5;2;;;40
728471511;5;2;;;32
728471521;;;;;
728471711;3;;1;300000;30
728471721;1;;2;1200000;48
728471731;;;;;
728471811;1;;1;877802;48
728471911;;;;;
728471931;1;;1;300000;20
728471941;5;2;;;8
728472011;;;;;
728472111;5;2;;;60
728472121;5;2;;;60
728472211;1;;2;3700000;60
728472221;;;;;
728472411;5;2;;;38
728472421;;;;;
728472511;10;;1;650000;48
728472611;10;;1;250000;40
728472621;;;;;
728472631;;;;;
728472711;5;2;;;8
728472721;;;;;
728472731;;;;;
728472811;1;;1;1100000;60
728472821;;;;;
728472831;;;;;
728472851;5;2;;;35
728472861;;;;;
728472911;5;2;;;35
728473011;;;;;
728473021;;;;;
728473031;;;;;
728473111;5;2;;;35
728473211;;;;;
728473221;;;;;
728473311;5;2;;;35
728473411;5;2;;;48
728473421;;;;;
728473511;5;2;;;6
728473521;;;;;
728473611;;;;;
728473621;5;2;;;48
728473711;10;;1;150000;40
728473721;;;;;
728473731;;;;;
728473811;5;2;;;40
728473821;;;;;
728473831;;;;;
728473911;;;;;
728473921;;;;;
728474011;5;2;;;40
728474021;;;;;
728474031;;;;;
728474041;;;;;
728474211;5;2;;;48
728474221;;;;;
728474311;5;2;;;8
728474321;;;;;
728474411;5;2;;;40
728474421;;;;;
728474431;;;;;
728474511;10;;1;15000;48
728474521;;;;;
728474531;;;;;
728474611;;;;;
728474621;;;;;
728474711;5;2;;;38
728474811;10;;1;300000;24
728475111;;;;;
728475121;;;;;
728475211;;;;;
728475221;5;1;1;;38
728475231;;;;;
728475311;;;;;
728475321;5;2;;;48
728475411;5;2;;;30
728475421;5;1;1;;40
728475431;;;;;
728475511;5;2;;;40
728475521;;;;;
728475611;;;;;
728475621;;;;;
728475711;1;;1;300000;64
728475721;1;;1;450000;60
728475911;;;;;
728475921;;;;;
728475931;;;;;
728476011;;;;;
728476111;10;;1;750000;48
728476121;;;;;
728476211;;;;;
728476311;5;2;;;40
728476411;;;;;
728476511;5;2;;;40
728476521;;;;;
728476611;5;2;;;40
728476621;;;;;
728476711;;;;;
728476721;3;;1;200000;48
728476731;;;;;
728476811;3;;1;500000;40
728476821;5;2;;;48
728476831;;;;;
728477111;;;;;
728477211;3;;1;200000;30
728477221;;;;;
728477311;;;;;
728477321;3;;1;300000;35
728477411;5;2;;;48
728477611;;;;;
728477621;;;;;
728477631;;;;;
728477711;1;;2;900000;30
728477721;5;2;;;40
728477811;2;;1;1000000;70
728477821;2;;1;1000000;48
728477831;;;;;
728477911;;;;;
728478011;;;;;
728478021;5;2;;;45
728478031;5;2;;;30
728478111;;;;;
728478211;;;;;
728478221;5;2;;;40
728478311;;;;;
728478321;5;2;;;15
728478331;;;;;
728478411;2;;1;2000000;48
728478511;5;2;;;40
728478521;;;;;
728478611;;;;;
728478621;1;;2;900000;40
728478711;;;;;
728478721;;;;;
728478811;5;2;;;25
728478821;;;;;
728478911;;;;;
728478921;;;;;
728479011;10;;1;500000;40
728479021;;;;;
728479031;;;;;
728479111;;;;;
728479121;5;2;;;40
728479211;5;2;;;60
728479221;2;;1;2000000;40
728479411;;;;;
728479421;;;;;
728479511;1;;1;0;35
728479521;;;;;
728479611;1;;1;0;70
728479621;;;;;
728479711;4;2;;;8
728479721;;;;;
728479811;5;2;;;6
728479821;;;;;
728479911;6;;;;20
728479921;4;2;;;10
728480011;6;;;;45
728480021;;;;;
728480111;6;;;;70
728480121;;;;;
728480211;4;2;;;4
728480221;;;;;
728480311;;;;;
728480321;1;;1;800000;48
728480331;1;;1;800000;70
728480411;;;;;
728480511;;;;;
728480521;;;;;
728480611;;;;;
728480621;;;;;
728480631;;;;;
728480711;;;;;
728480811;6;;;;12
728480911;4;2;;;48
728481011;1;;1;890000;6
728481021;;;;;
728481031;;;;;
728481111;6;;;;40
728481121;6;;;;50
728481131;1;;1;0;28
728481141;;;;;
728481211;5;2;;;8
728481411;;;;;
728481421;;;;;
728481511;2;;1;5200000;48
728481521;5;2;;;58
728481611;4;2;;;3
728481711;;;;;
728481811;;;;;
728481821;5;1;2;;48
728481911;1;;1;880000;48
728481921;2;;2;1800000;48
728481931;;;;;
728481941;;;;;
728482011;5;1;1;;30
728482021;4;2;;;8
728482031;;;;;
728482041;;;;;
728482111;;;;;
728482121;;;;;
728482311;6;;;;5
728482321;6;;;;25
728482411;4;2;;;6
728482511;1;;2;1334000;45
728482521;2;;1;0;53
728482531;;;;;
728482611;5;2;;;48
728482711;2;;1;4100000;50
728482721;;;;;
728482811;;;;;
728483011;;;;;
728483111;;;;;
728483121;5;2;;;30
728483131;1;;2;400000;48
728483211;5;2;;;35
728483221;;;;;
728483311;1;;1;0;60
728483321;;;;;
728483411;2;;1;1300000;8
728483511;5;2;;;70
728483521;;;;;
728483611;5;2;;;3
728483711;4;2;;;4
728483811;2;;2;4000000;30
728483911;2;;1;590000;120
728483921;;;;;
728483931;;;;;
728484011;;;;;
728484021;5;2;;;48
728484031;;;;;
728484041;;;;;
728484111;;;;;
728484121;2;;1;5500000;42
728484211;1;;2;850000;48
728484221;1;;1;600000;48
728484231;;;;;
728484311;2;;1;3500000;68
728484321;;;;;
728484331;;;;;
728484341;;;;;
728484411;2;;2;1200000;48
728484421;;;;;
728484431;;;;;
728484441;4;2;;;54
728484611;2;;2;0;48
728484621;;;;;
728484631;;;;;
728484641;;;;;
728484651;;;;;
728484811;1;;1;600000;60
728484911;1;;1;600000;25
728484921;2;;2;1200000;48
728484931;;;;;
728484941;;;;;
728485011;;;;;
728485021;5;2;;;48
728485031;4;1;2;;48
728485041;;;;;
728485051;;;;;
728485061;;;;;
728485111;5;2;;;12
728485121;;;;;
728485131;;;;;
728485141;;;;;
728485211;;;;;
728485221;;;;;
728485311;4;2;;;45
728485411;2;;1;3400000;45
728485421;;;;;
728485431;;;;;
728485441;;;;;
728485451;;;;;
728485461;2;;1;99;48
728485471;;;;;
728485511;;;;;
728485521;5;2;;;48
728485531;;;;;
728485611;6;;;;65
728485711;6;;;;48
728485721;;;;;
728485811;1;;1;2000000;48
728485911;5;1;1;;30
728485921;;;;;
728486011;;;;;
728486021;;;;;
728486111;5;2;;;35
728486121;5;2;;;7
728486131;;;;;
728486141;;;;;
728486151;;;;;
728486211;5;1;1;;72
728486221;;;;;
728486251;;;;;
728486311;5;2;;;30
728486321;;;;;
728486411;5;2;;;40
728486421;;;;;
728486431;;;;;
728486511;5;2;;;30
728486521;5;2;;;40
728486611;5;2;;;35
728486711;;;;;
728486721;5;2;;;46
728486731;;;;;
728486811;5;2;;;45
728486821;;;;;
728486831;;;;;
728486911;;;;;
728486921;1;;1;1100000;75
728487011;7;;;;45
728487021;;;;;
728487031;;;;;
728487111;5;1;1;;70
728487121;;;;;
728487131;;;;;
728487211;;;;;
728487311;7;;;;30
728487321;;;;;
728487331;;;;;
728487341;;;;;
728487411;5;1;1;;45
728487511;;;;;
728487521;5;2;;;5
728487531;;;;;
728487611;5;2;;;42
728487621;1;;1;877000;45
728487631;;;;;
728487641;;;;;
728487711;5;2;;;40
728487721;;;;;
728487731;;;;;
728487741;;;;;
728487751;;;;;
728487811;5;2;;;10
728487821;;;;;
728488011;5;2;;;40
728488021;;;;;
728488111;5;2;;;6
728488121;;;;;
728488131;;;;;
728488211;;;;;
728488311;5;2;;;5
728488321;;;;;
728488411;;;;;
728488421;1;;1;877000;50
728488511;;;;;
728488521;2;;1;3000000;6
728488611;;;;;
728488621;;;;;
728488711;;;;;
728488721;5;2;;;5
728488811;7;;;;35
728488821;;;;;
728488911;5;2;;;5
728488921;;;;;
728488931;;;;;
728488941;;;;;
728489011;;;;;
728489021;5;2;;;32
728489111;;;;;
728489121;1;;1;800000;8
728489211;;;;;
728489221;5;2;;;8
728489231;;;;;
728489311;;;;;
728489321;;;;;
728489411;;;;;
728489421;5;2;;;38
728489511;5;2;;;30
728489521;5;2;;;30
728489611;8;;;;30
728489621;;;;;
728489811;5;2;;;30
728489911;2;;1;1600000;40
728489921;;;;;
728490011;8;;;;25
728490021;;;;;
728490031;8;;;;40
728490041;;;;;
728490051;;;;;
728490111;;;;;
728490211;5;1;1;;45
728490221;;;;;
728490311;;;;;
728490321;1;;2;1600000;48
728490411;2;;2;3600000;40
728490511;2;;1;3900000;48
728490611;2;;2;3583000;48
728491011;1;;1;1300000;48
728491021;;;;;
728491031;;;;;
728491041;;;;;
728491211;5;2;;;58
728491221;;;;;
728491311;2;;2;3800000;48
728491321;2;;2;3150000;48
728491611;1;;1;3000000;60
728491621;;;;;
728491631;;;;;
728491641;;;;;
728491911;2;;2;1800000;40
728491931;1;;1;1200000;48
728492011;;;;;
728492021;;;;;
728492111;2;;2;1800000;48
728492121;;;;;
728492141;2;;2;1600000;48
728492211;1;;1;3000000;48
728492311;3;;1;500000;42
728492321;;;;;
728492331;;;;;
728492411;5;2;;;49
728492421;5;2;;;36
728492431;;;;;
728492511;5;2;;;45
728492521;5;2;;;40
728492611;5;2;;;30
728492621;;;;;
728492631;;;;;
728492711;;;;;
728492811;;;;;
728492911;;;;;
728493011;5;2;;;40
728493021;;;;;
728493031;;;;;
728493111;1;;1;600000;84
728493121;;;;;
728493131;;;;;
728493141;;;;;
728493211;2;;2;12000000;30
728493221;;;;;
728493231;;;;;
728493411;10;;1;300000;40
728493421;;;;;
728493431;;;;;
728493511;10;;1;300000;30
728493611;5;2;;;40
728493621;;;;;
728493711;;;;;
728493811;;;;;
728493821;;;;;
728493911;;;;;
728493921;;;;;
728494111;;;;;
728494121;;;;;
728494211;1;;2;1600000;60
728494311;10;;1;300000;42
728494321;1;;1;2700000;48
728494331;;;;;
728494511;2;;1;99;40
728494611;;;;;
728494621;;;;;
728494711;5;2;;;36
728494721;;;;;
728494811;5;2;;;35
728494821;3;;1;60000;10
728494831;;;;;
728494911;;;;;
728494921;10;;1;800000;40
728494931;;;;;
728494941;;;;;
728494951;;;;;
728494961;10;;1;600000;40
728495011;;;;;
728495021;7;;;;40
728495111;1;;2;3500000;60
728495121;1;;2;2800000;60
728495211;;;;;
728495311;5;2;;;42
728495321;5;2;;;42
728495411;10;;1;140000;48
728495421;1;;1;350000;20
728495511;;;;;
728495521;5;2;;;81
728495531;9;;;;84
728495541;;;;;
728495611;;;;;
728495621;10;;1;600000;36
728495631;10;;1;680000;38
728495641;;;;;
728495651;10;;1;900000;45
728495711;5;2;;;44
728495811;5;2;;;30
728495831;;;;;
728495911;;;;;
728495921;;;;;
728495931;;;;;
728496011;;;;;
728496021;1;;1;300000;68
728496031;;;;;
728496111;;;;;
728496121;;;;;
728496131;;;;;
728496211;;;;;
728496221;;;;;
728496311;5;2;;;1
728496321;;;;;
728496331;;;;;
728496411;;;;;
728496511;10;;1;600000;55
728496521;;;;;
728496611;5;2;;;5
728496711;2;;1;2500000;48
728496721;;;;;
728496811;5;2;;;40
