ID_Persona;P6435;P6440;P6460;P8624;P415
737214021;;;;;
737214111;7;;;;40
737214121;;;;;
737214131;5;2;;;30
737214141;;;;;
737214211;5;2;;;58
737214221;8;;;;7
737214231;;;;;
737214311;5;2;;;40
737214321;;;;;
737214411;10;;1;375000;48
737214421;;;;;
737214431;;;;;
737214511;5;2;;;40
737214521;;;;;
737214531;5;2;;;50
737214541;5;2;;;40
737214571;;;;;
737214611;5;2;;;56
737214711;5;2;;;40
737214721;;;;;
737214811;5;2;;;48
737214821;5;2;;;48
737214831;;;;;
737214911;5;2;;;40
737214921;;;;;
737215011;5;2;;;40
737215021;;;;;
737215031;;;;;
737215111;5;2;;;50
737215121;;;;;
737215131;;;;;
737215141;;;;;
737215151;;;;;
737215211;6;;;;32
737215221;;;;;
737215231;;;;;
737215311;5;2;;;48
737215411;7;;;;48
737215421;5;1;1;;3
737215431;;;;;
737215511;;;;;
737215521;5;2;;;30
737215531;;;;;
737215611;10;;1;120000;48
737215621;;;;;
737215631;;;;;
737215711;5;2;;;20
737215721;;;;;
737215811;2;;1;1800000;35
737215821;;;;;
737215911;5;2;;;70
737215921;;;;;
737216011;1;;1;900000;35
737216021;5;2;;;40
737216031;;;;;
737216111;7;;;;48
737216121;;;;;
737216211;5;2;;;20
737216311;;;;;
737216321;5;2;;;30
737216331;1;;1;450000;38
737216341;5;2;;;35
737216411;5;2;;;48
737216511;1;;2;350000;48
737216521;;;;;
737216611;5;2;;;48
737216621;;;;;
737216711;5;2;;;38
737216721;;;;;
737216811;1;;1;500000;30
737216911;5;2;;;30
737216921;;;;;
737216931;;;;;
737217011;5;2;;;48
737217021;;;;;
737217111;7;;;;48
737217121;;;;;
737217131;;;;;
737217211;;;;;
737217221;;;;;
737217311;3;;1;200000;35
737217321;;;;;
737217411;;;;;
737217421;7;;;;30
737217511;10;;2;780000;48
737217521;;;;;
737217611;10;;1;500000;40
737217621;;;;;
737217631;;;;;
737217711;5;2;;;30
737217721;;;;;
737217811;1;;2;1200000;48
737217821;;;;;
737217911;7;;;;20
737217921;;;;;
737218011;;;;;
737218021;7;;;;30
737218111;5;2;;;40
737218121;;;;;
737218141;;;;;
737218211;7;;;;40
737218221;;;;;
737218231;;;;;
737218241;5;2;;;40
737218311;5;2;;;35
737218321;;;;;
737218411;5;2;;;40
737218421;5;2;;;30
737218511;5;2;;;46
737218521;;;;;
737218611;6;;;;48
737218621;;;;;
737218631;;;;;
737218711;5;2;;;40
737218811;5;2;;;40
737218821;;;;;
737218911;10;;1;350000;36
737218921;;;;;
737219011;5;2;;;32
737219111;7;;;;40
737219121;;;;;
737219211;;;;;
737219221;5;2;;;35
737219231;5;2;;;45
737219241;5;2;;;40
737219251;;;;;
737219311;5;2;;;40
737219321;;;;;
737219411;5;2;;;40
737219421;;;;;
737219511;5;2;;;40
737219521;;;;;
737219611;5;2;;;50
737219621;;;;;
737219711;6;;;;40
737219811;;;;;
737219821;5;2;;;50
737219831;5;2;;;60
737219841;5;2;;;40
737219851;5;2;;;40
737219911;5;2;;;48
737219921;;;;;
737220011;5;2;;;45
737220021;;;;;
737220111;;;;;
737220121;2;;2;1980000;30
737220211;;;;;
737220221;;;;;
737220311;;;;;
737220321;;;;;
737220411;10;;2;140000;30
737220511;2;;1;2000000;50
737220521;;;;;
737220531;;;;;
737220541;;;;;
737220611;2;;1;1700000;35
737220621;2;;1;1300000;40
737220631;;;;;
737220711;5;2;;;48
737220721;5;2;;;48
737220731;;;;;
737220741;;;;;
737220751;;;;;
737220761;;;;;
737220811;2;;1;900000;40
737220821;2;;2;1200000;40
737220831;;;;;
737220841;;;;;
737220911;2;;1;1500000;40
737220921;;;;;
737221111;5;2;;;5
737221121;;;;;
737221211;1;;1;1000000;48
737221221;5;2;;;48
737221231;5;2;;;48
737221311;;;;;
737221321;1;;1;920000;40
737221331;1;;2;920000;40
737221341;;;;;
737221351;;;;;
737221411;5;2;;;120
737221511;2;;2;2800000;40
737221521;;;;;
737221531;;;;;
737221541;;;;;
737221551;;;;;
737221571;2;;2;1500000;40
737221591;2;;2;1050000;48
737221611;;;;;
737221711;;;;;
737221811;1;;1;836000;48
737221821;;;;;
737221911;;;;;
737221921;;;;;
737222011;5;2;;;35
737222021;;;;;
737222111;;;;;
737222121;;;;;
737222131;;;;;
737222141;;;;;
737222151;;;;;
737222171;;;;;
737222181;;;;;
737222211;1;;1;800000;35
737222221;;;;;
737222231;;;;;
737222241;;;;;
737222311;;;;;
737222321;;;;;
737222331;;;;;
737222411;;;;;
737222421;;;;;
737222431;;;;;
737222441;;;;;
737222511;5;2;;;28
737222521;5;1;1;;40
737222531;5;2;;;40
737222611;;;;;
737222621;;;;;
737222661;;;;;
737222711;;;;;
737222721;;;;;
737222811;;;;;
737222821;;;;;
737222831;;;;;
737222841;;;;;
737222911;;;;;
737222921;;;;;
737222931;2;;1;2000000;8
737223011;10;;1;0;48
737223211;6;;;;8
737223221;;;;;
737223231;;;;;
737223241;1;;1;1800000;8
737223311;;;;;
737223321;;;;;
737223331;;;;;
737223411;3;;1;400000;40
737223421;;;;;
737223511;1;;2;2000000;40
737223521;4;2;;;40
737223611;2;;2;2000000;40
737223621;;;;;
737223911;;;;;
737223921;1;;1;550000;4
737223931;;;;;
737224011;1;;1;210000;11
737224021;;;;;
737224211;;;;;
737224221;;;;;
737224231;1;;1;500000;40
737224311;1;;1;600000;8
737224321;;;;;
737224331;1;;1;600000;11
737224411;;;;;
737224511;;;;;
737224521;;;;;
737224611;1;;2;1200000;8
737224621;;;;;
737224711;;;;;
737224721;;;;;
737224731;;;;;
737224741;;;;;
737224751;;;;;
737224761;;;;;
737224811;;;;;
737224821;;;;;
737224831;;;;;
737224841;;;;;
737224851;;;;;
737224911;;;;;
737224921;;;;;
737224931;;;;;
737225011;3;;1;20000;24
737225021;;;;;
737225311;;;;;
737225321;;;;;
737225611;6;;;;28
737225621;;;;;
737225811;;;;;
737225821;;;;;
737225911;;;;;
737225921;;;;;
737225931;;;;;
737226011;;;;;
737226021;;;;;
737226031;;;;;
737226041;;;;;
737226111;;;;;
737226121;10;;1;400000;56
737226131;;;;;
737226211;1;;1;800000;20
737226221;;;;;
737226231;;;;;
737226311;;;;;
737226321;;;;;
737226411;;;;;
737226421;;;;;
737226511;;;;;
737226521;;;;;
737226611;;;;;
737226711;10;;1;1200000;60
737226721;;;;;
737226911;;;;;
737226931;;;;;
737227011;;;;;
737227021;2;;1;6800000;48
737227111;1;;2;2800000;84
737227211;5;2;;;36
737227221;2;;2;5000000;48
737227231;;;;;
737227311;;;;;
737227321;1;;1;1000000;15
737227331;;;;;
737227411;;;;;
737227511;5;2;;;32
737227521;;;;;
737227531;;;;;
737227541;;;;;
737227611;;;;;
737227621;2;;2;980000;48
737227631;5;2;;;48
737227641;5;2;;;30
737227651;;;;;
737227681;5;2;;;3
737227711;2;;1;4000000;98
737227721;;;;;
737227811;;;;;
737227821;5;2;;;60
737227831;1;;1;680000;7
737227861;;;;;
737227911;;;;;
737227921;;;;;
737228011;2;;1;7600000;48
737228021;;;;;
737228111;5;2;;;60
737228211;5;2;;;70
737228221;1;;1;520000;24
737228231;;;;;
737228311;5;2;;;60
737228321;;;;;
737228331;2;;2;2000000;48
737228341;;;;;
737228351;;;;;
737228411;1;;1;800000;66
737228421;;;;;
737228441;;;;;
737228511;;;;;
737228521;;;;;
737228551;;;;;
737244711;2;;2;2000000;8
737244721;5;2;;;10
737244731;5;2;;;4
737244811;2;;1;1534000;8
737244821;8;;;;2
737244911;;;;;
737244921;5;2;;;8
737245011;2;;1;2000000;8
737245021;;;;;
737245111;2;;1;2415000;8
737245211;5;2;;;40
737245221;2;;2;1050000;25
737245311;2;;1;1800000;12
737245321;5;2;;;8
737245411;5;2;;;8
737245511;1;;1;235000;8
737245521;3;;1;35000;10
737245531;10;;2;30000;24
737245711;;;;;
737245721;5;2;;;10
737245731;;;;;
737245811;1;;2;877803;48
737245911;2;;1;1450000;48
737245921;;;;;
737245931;;;;;
737246111;5;2;;;40
737246121;;;;;
737246131;;;;;
737246211;1;;1;877000;80
737246221;1;;1;750000;70
737246251;;;;;
737246261;;;;;
737246271;1;;1;400000;50
737246311;5;2;;;48
737246321;;;;;
737246331;;;;;
737246411;5;2;;;20
737246421;;;;;
737246511;;;;;
737246521;1;;1;1300000;60
737246611;5;2;;;70
737246621;;;;;
737246631;;;;;
737246711;4;1;2;;40
737246721;;;;;
737246811;1;;1;99;48
737246821;5;2;;;48
737246911;5;2;;;30
737247011;5;2;;;20
737247021;;;;;
737247031;5;2;;;20
737247111;;;;;
737247121;1;;1;1100000;48
737247211;;;;;
737247221;5;2;;;8
737247231;5;2;;;48
737247241;;;;;
737247311;5;2;;;48
737247321;5;2;;;14
737247331;5;2;;;48
737247341;5;2;;;48
737247351;2;;1;200000;80
737247411;2;;2;3500000;48
737247421;;;;;
737247711;1;;2;950000;48
737247712;4;2;;;48
737247713;1;;1;500000;25
737247723;5;2;;;48
737248111;;;;;
737248112;;;;;
737248113;5;2;;;40
737248123;;;;;
737248211;5;2;;;54
737248311;2;;1;2000000;48
737248321;;;;;
737248312;2;;1;3800000;48
737248322;1;;1;4800000;50
737248411;1;;1;5000000;48
737248511;4;2;;;15
737248521;;;;;
737248531;;;;;
737248611;1;;2;2700000;48
737248621;1;;1;1800000;56
737248631;;;;;
737248711;;;;;
737248721;5;2;;;28
737248731;;;;;
737248811;1;;1;3000000;48
737248821;;;;;
737248831;1;;2;1400000;48
737248841;1;;2;1400000;48
737248911;2;;1;2500000;48
737248921;;;;;
737248931;;;;;
737249011;1;;1;1800000;54
737249021;1;;1;500000;48
737249031;5;2;;;72
737249041;;;;;
737249111;;;;;
737249121;;;;;
737249131;1;;2;2000000;120
737249141;;;;;
737249211;;;;;
737249221;2;;1;4200000;48
737249231;1;;2;3000000;48
737249241;;;;;
737249251;;;;;
737249311;2;;1;2800000;40
737249321;2;;1;2200000;40
737249331;;;;;
737249341;;;;;
737249411;;;;;
737249511;1;;1;800000;65
737249521;;;;;
737249611;5;2;;;8
737249621;;;;;
737249631;;;;;
737249711;2;;1;1900000;48
737249811;5;2;;;54
737249821;;;;;
737249911;;;;;
737249921;1;;1;1000000;48
737250011;3;;1;480000;32
737250021;;;;;
737250111;;;;;
737250121;1;;2;877000;45
737250211;;;;;
737250221;1;;1;877000;48
737250231;;;;;
737250311;5;2;;;60
737250411;1;;2;877000;48
737250421;1;;1;877000;48
737250511;1;;1;750000;105
737250521;5;2;;;6
737250611;5;2;;;50
737250711;1;;1;2400000;48
737250721;5;2;;;56
737250731;;;;;
737250811;;;;;
737250821;;;;;
737250831;1;;1;877000;48
737250851;;;;;
737250911;;;;;
737250921;;;;;
737250931;;;;;
737251011;1;;1;1000000;48
737251021;1;;1;300000;56
737251111;1;;2;3000000;120
737251121;1;;1;2200000;48
737251131;;;;;
737251141;;;;;
737251211;1;;1;877000;60
737251311;5;2;;;50
737251411;1;;1;5000000;60
737251511;1;;1;13000000;48
737251521;2;;1;6800000;48
737251531;2;;2;2500000;48
737251611;5;2;;;50
737251641;1;;1;400000;48
737251651;;;;;
737251661;1;;1;600000;54
737251711;5;2;;;30
737251721;;;;;
737251731;1;;1;7000000;48
737251741;4;2;;;48
737251751;;;;;
737251811;;;;;
737251821;6;;;;70
737251831;;;;;
737251911;1;;2;2300000;48
737251921;;;;;
737251931;;;;;
737251941;;;;;
737252011;4;2;;;55
737252111;1;;2;4000000;30
737252211;;;;;
737252221;;;;;
737252311;1;;1;3500000;48
737252321;1;;1;450000;30
737252331;;;;;
737252341;;;;;
737252411;1;;1;2300000;48
737252421;;;;;
737252511;;;;;
737252521;;;;;
737252611;;;;;
737252621;1;;1;1200000;30
737252631;;;;;
737252711;;;;;
737252811;;;;;
737252821;;;;;
737252831;5;2;;;36
737252911;;;;;
737253011;;;;;
737253111;2;;2;1250000;48
737253121;2;;1;3500000;48
737253211;2;;1;4500000;44
737253311;1;;1;1050000;24
737253321;;;;;
737253331;;;;;
737253411;5;2;;;8
737253421;;;;;
737253511;2;;1;3000000;70
737253521;;;;;
737253611;2;;1;6000000;60
737253711;1;;2;900000;40
737253721;;;;;
737253741;1;;1;575000;54
737253751;5;2;;;60
737253761;5;2;;;42
737253771;5;2;;;36
737253811;;;;;
737253821;1;;1;10000000;80
737253831;;;;;
737253841;;;;;
737253911;2;;1;5000000;48
737253921;;;;;
737253931;;;;;
737254011;2;;1;2400000;90
737254021;;;;;
737254111;1;;2;1500000;40
737254131;;;;;
737254211;1;;2;6100000;48
737254221;6;;;;48
737254231;;;;;
737254311;2;;1;3000000;52
737254411;1;;2;650000;48
737254421;1;;1;450000;80
737254511;2;;1;10000000;52
737255311;7;;;;48
737255321;7;;;;48
737255331;7;;;;48
737255411;5;2;;;12
737255611;3;;1;200000;25
737255621;5;2;;;48
737255711;1;;1;700000;48
737255911;2;;2;5500000;60
737255921;;;;;
737256011;6;;;;15
737256021;2;;2;1000000;20
737256031;;;;;
737256111;6;;;;30
737256121;;;;;
737256211;6;;;;48
737256221;5;2;;;40
737256311;1;;1;8000000;60
737256321;4;2;;;30
737256611;5;2;;;48
737256621;;;;;
737256711;5;2;;;45
737256721;5;2;;;60
737256811;;;;;
737256821;2;;1;2200000;48
737256911;;;;;
737256921;;;;;
737257011;5;2;;;48
737257021;1;;1;1700000;45
737257111;5;2;;;48
737257121;;;;;
737257131;;;;;
737257211;;;;;
737257221;;;;;
737257311;5;2;;;80
737257321;;;;;
737257331;;;;;
737257341;;;;;
737257351;;;;;
737257411;1;;2;875000;50
737257421;5;2;;;45
737257431;;;;;
737257611;2;;1;2718000;48
737257621;2;;1;3000000;48
737257711;;;;;
737257811;1;;1;800000;48
737257911;1;;1;650000;12
737257921;;;;;
737258011;;;;;
737258021;;;;;
737258311;1;;2;828000;48
737258321;;;;;
737258411;7;;;;35
737258421;;;;;
737258511;1;;1;725000;60
737258521;;;;;
737258531;5;2;;;40
737258541;;;;;
737258551;;;;;
737258711;1;;2;877603;48
737258721;;;;;
737258811;7;;;;70
737258821;;;;;
737258831;;;;;
737258911;1;;1;870000;60
737259011;;;;;
737259311;;;;;
737259411;1;;1;2000000;60
737259421;;;;;
737259431;;;;;
737259511;5;2;;;52
737259521;;;;;
737259531;;;;;
737259611;6;;;;40
737259621;;;;;
737259631;;;;;
737259711;5;2;;;45
737259721;5;2;;;12
737259731;;;;;
737259811;1;;1;1200000;60
737259821;;;;;
737259831;;;;;
737259841;;;;;
737259911;5;2;;;30
737260111;;;;;
737260121;5;2;;;35
737260211;;;;;
737260221;5;2;;;38
737260311;1;;1;1000000;38
737260411;1;;1;900000;60
737260421;;;;;
737260511;1;;1;1000000;48
737260521;;;;;
737260531;;;;;
737260711;5;2;;;50
737260721;2;;2;1200000;40
737260731;;;;;
737260811;1;;2;1200000;60
737260911;;;;;
737261011;5;2;;;20
737261021;;;;;
737261031;1;;1;877603;48
737261111;1;;1;2800000;48
737261121;;;;;
737261211;5;2;;;24
737261311;5;2;;;25
737261411;1;;1;1200000;55
737261421;1;;1;900000;48
737261511;1;;1;980000;48
737261521;;;;;
737261611;6;;;;5
737261621;1;;1;750000;35
737261811;;;;;
737261911;5;2;;;50
737261921;5;2;;;48
737261931;;;;;
737262011;1;;1;1100000;48
737262111;5;2;;;48
737262211;;;;;
737262221;1;;1;1200000;35
737262311;1;;1;900000;55
737262411;1;;1;946121;48
737262511;1;;2;1200000;48
737262611;5;2;;;37
737262621;;;;;
737262631;;;;;
737262641;;;;;
737262711;2;;1;2500000;48
737262721;;;;;
737262731;;;;;
737262811;1;;1;877603;48
737262911;1;;1;900000;48
737262921;;;;;
737263011;;;;;
737263111;5;2;;;48
737263121;;;;;
737263131;;;;;
737263211;5;2;;;60
737263221;5;2;;;60
737263231;;;;;
737263311;;;;;
737263411;5;2;;;27
737263421;;;;;
737263511;5;2;;;40
737263521;;;;;
737263611;;;;;
737263711;5;2;;;48
737263811;5;2;;;28
737264011;;;;;
737264021;;;;;
737264031;;;;;
737264111;1;;1;950000;70
737264121;1;;1;800000;30
737264211;6;;;;48
737264221;;;;;
737264231;8;;;;20
737264311;1;;2;2000000;48
737264321;;;;;
737264411;1;;1;750000;50
737264511;1;;1;850000;48
737264611;;;;;
737264621;;;;;
737264631;;;;;
737264641;;;;;
737264811;7;;;;48
737264821;5;2;;;30
737264911;1;;1;980000;35
737265011;5;2;;;48
737265021;5;2;;;24
737265031;;;;;
737265411;1;;2;840000;48
737265421;1;;1;650000;48
737265511;;;;;
737265611;;;;;
737265621;;;;;
737265811;5;2;;;42
737265821;;;;;
737265911;5;2;;;54
737265921;;;;;
737266011;1;;1;877603;48
737266021;;;;;
737266111;;;;;
737266121;;;;;
737266131;;;;;
737266211;5;2;;;30
737266221;;;;;
737266511;;;;;
737266611;1;;2;877603;48
737266621;;;;;
737266631;;;;;
737266711;1;;1;1015000;50
737266721;;;;;
737266811;;;;;
737266911;;;;;
737266921;;;;;
737267111;5;2;;;35
737267121;;;;;
737267131;;;;;
737267211;5;2;;;40
737267221;;;;;
737267231;;;;;
737267311;5;2;;;35
737267411;;;;;
737267611;5;2;;;45
737267711;1;;2;877603;48
737267721;;;;;
737267911;1;;1;980000;48
737267921;;;;;
737267931;;;;;
737267941;;;;;
737268011;1;;1;900000;48
737268021;;;;;
737268111;1;;1;1200000;48
737268311;;;;;
737268411;;;;;
737268421;5;2;;;25
737268611;5;2;;;84
737268811;1;;1;877603;48
737268821;;;;;
737268831;1;;1;800000;50
737269211;;;;;
737269221;5;2;;;48
737269511;1;;1;870000;45
737269531;;;;;
737269611;2;;2;4000000;48
737269621;2;;1;2800000;50
737269651;;;;;
737269811;1;;1;520000;48
737269821;1;;1;400000;50
737269831;;;;;
737269841;;;;;
737269851;5;2;;;8
737269911;;;;;
737269921;5;2;;;56
737269931;;;;;
737269941;;;;;
737270011;;;;;
737270021;;;;;
737270031;1;;1;1800000;50
737270211;1;;1;877803;48
737270221;;;;;
737270231;;;;;
737270241;1;;2;600000;48
737270311;;;;;
737270321;;;;;
737270331;5;2;;;48
737270341;;;;;
737270411;;;;;
737270421;1;;1;877803;48
737270431;1;;1;500000;48
737270441;;;;;
737270451;;;;;
737270511;;;;;
737270521;1;;1;877803;48
737270611;5;2;;;56
737270621;1;;1;1300000;48
737270631;5;2;;;42
737270641;;;;;
737270711;3;;1;500000;48
737270721;;;;;
737270731;1;;1;1200000;48
737270741;1;;1;1000000;48
737270811;;;;;
737270821;1;;1;600000;56
737270831;;;;;
737270841;;;;;
737270812;;;;;
737270822;;;;;
737271011;;;;;
737271021;5;2;;;54
737271111;5;2;;;35
737271121;5;2;;;20
737271131;5;2;;;36
737271211;6;;;;5
737271221;5;2;;;15
737271231;5;2;;;30
737271241;5;2;;;48
737271311;;;;;
737271321;1;;2;1200000;60
737271331;;;;;
737271511;;;;;
737271521;5;2;;;40
737271531;;;;;
737271541;;;;;
737271551;;;;;
737271611;3;;1;690000;45
737271621;;;;;
737271631;6;;;;48
737271641;5;2;;;84
737271711;;;;;
737271721;;;;;
737271731;;;;;
737271741;1;;1;320000;16
737271712;;;;;
737271722;5;1;1;;8
737271732;5;2;;;48
737271742;;;;;
737271752;;;;;
737271762;;;;;
737271772;5;2;;;28
737271782;5;2;;;28
737271713;;;;;
737271723;1;;1;720000;48
737271733;5;2;;;48
737271743;;;;;
737271763;;;;;
737271773;5;2;;;48
737271811;5;2;;;48
737271821;1;;1;600000;50
737271911;5;2;;;60
737271921;5;2;;;37
737272011;;;;;
737272021;5;2;;;36
737272041;;;;;
737272111;5;2;;;30
737272121;5;2;;;40
737272131;;;;;
737272141;;;;;
737272151;;;;;
737272211;5;2;;;50
737272221;;;;;
737272231;1;;1;1500000;50
737272241;;;;;
737272271;;;;;
737272281;;;;;
737272311;5;2;;;50
737272341;5;2;;;60
737272411;1;;1;878000;56
737272421;;;;;
737272511;5;2;;;70
737272521;;;;;
737272531;1;;1;878000;72
737272541;5;2;;;72
737272551;;;;;
737272611;2;;1;4500000;50
737272621;;;;;
737272711;;;;;
737272721;1;;1;800000;48
737272811;5;2;;;60
737272911;4;2;;;10
737272921;4;2;;;20
737272931;;;;;
737272941;;;;;
737272951;;;;;
737273011;;;;;
737273021;;;;;
737273111;5;2;;;50
737273121;;;;;
737273141;;;;;
737273151;;;;;
737273211;5;2;;;25
737273311;;;;;
737273321;1;;1;1100000;8
737273411;5;2;;;70
737273421;;;;;
737273511;1;;1;3400000;30
737273521;;;;;
737273531;;;;;
737273611;5;2;;;9
737273621;5;2;;;9
737273711;;;;;
737273721;;;;;
737273811;10;;1;400000;56
737273821;;;;;
737273911;7;;;;50
737273921;;;;;
737273931;2;;1;3100000;22
737273941;;;;;
737274011;;;;;
737274021;1;;2;1000000;40
737274031;;;;;
737274111;5;2;;;45
737274121;5;2;;;35
737274211;5;2;;;65
737274221;;;;;
737274231;;;;;
737274241;;;;;
737274311;5;2;;;48
737274321;;;;;
737274331;;;;;
737274341;;;;;
737274411;5;2;;;20
737274421;;;;;
737274511;5;2;;;48
737274521;;;;;
737274611;5;2;;;30
737274621;;;;;
737274631;2;;1;2050000;30
737274641;;;;;
737274711;5;2;;;60
737274721;;;;;
737274811;5;2;;;60
737274821;5;2;;;42
737274911;1;;1;877803;48
737274921;;;;;
737275011;;;;;
737275021;5;2;;;42
737275111;5;2;;;42
737275121;;;;;
737275131;;;;;
737275141;;;;;
737275171;;;;;
737275211;;;;;
737275241;;;;;
737275311;5;1;1;;20
737275411;5;2;;;45
737275511;;;;;
737275521;5;2;;;54
737275531;;;;;
737275611;5;2;;;35
737275621;;;;;
737275711;5;2;;;60
737275811;;;;;
737275911;5;2;;;8
737275921;5;2;;;60
737275931;;;;;
737275941;;;;;
737276011;;;;;
737276021;5;2;;;42
737276111;;;;;
737276121;5;2;;;35
737276211;5;2;;;25
737276311;5;2;;;60
737276321;5;2;;;20
737276411;;;;;
737276421;;;;;
737276431;;;;;
737276511;5;2;;;63
737276611;5;2;;;48
737276621;;;;;
737276631;;;;;
737276711;5;2;;;48
737276721;;;;;
737276811;;;;;
737276821;;;;;
737276831;;;;;
737276851;;;;;
737276911;5;2;;;48
737276921;3;;1;350000;48
737276931;1;;1;300000;48
737277011;5;2;;;48
737277021;5;2;;;70
737277111;5;2;;;20
737277121;5;2;;;40
737277131;;;;;
737277211;6;;;;48
737277311;;;;;
737277321;;;;;
737277331;;;;;
737277411;6;;;;48
737277421;2;;1;2200000;40
737277511;;;;;
737277521;;;;;
737277531;;;;;
737277541;5;2;;;70
737277551;;;;;
737277561;;;;;
737277581;;;;;
737277591;5;2;;;48
737277711;5;2;;;48
737277721;5;2;;;58
737277741;;;;;
737277811;;;;;
737277821;1;;1;3800000;48
737277831;;;;;
737277911;5;2;;;40
737277921;;;;;
737277931;5;2;;;36
737277941;;;;;
737278111;;;;;
737278211;5;2;;;48
737278311;5;2;;;12
737278321;2;;1;4600000;35
737278331;;;;;
737278411;5;2;;;45
737278421;;;;;
737278431;;;;;
737278511;;;;;
737278521;5;2;;;48
737278531;;;;;
737278611;;;;;
737278621;5;2;;;40
737278711;;;;;
737278721;;;;;
737278811;5;2;;;38
737278821;;;;;
737278911;;;;;
737278921;5;2;;;47
737278931;;;;;
737278951;;;;;
737279011;5;2;;;42
737279021;;;;;
737279111;;;;;
737279211;5;2;;;40
737279221;;;;;
737279231;;;;;
737279311;;;;;
737279321;5;2;;;48
737279411;5;2;;;35
737279421;;;;;
737279511;;;;;
737279521;5;2;;;42
737279541;;;;;
737279551;;;;;
737279561;;;;;
737279611;;;;;
737279621;5;2;;;48
737279711;5;2;;;42
737279721;;;;;
737279731;5;2;;;40
737279741;;;;;
737279811;;;;;
737279821;5;2;;;40
737279911;;;;;
737279921;;;;;
737280111;5;2;;;46
737280121;;;;;
737280211;;;;;
737280221;;;;;
737280231;;;;;
737280241;;;;;
737280311;;;;;
737280321;5;2;;;45
737280411;;;;;
737280421;;;;;
737280511;1;;1;550000;48
737280611;;;;;
737280621;5;2;;;40
737280711;;;;;
737280721;;;;;
737280731;;;;;
737280741;;;;;
737280811;5;2;;;48
737280821;;;;;
737280911;;;;;
737280921;5;2;;;48
737280931;;;;;
737281011;5;2;;;48
737281021;;;;;
737281031;;;;;
737281041;;;;;
737281911;;;;;
737281921;5;2;;;38
737281931;;;;;
737282011;;;;;
737282021;5;2;;;40
737282031;;;;;
737282111;5;2;;;30
737282121;;;;;
737282131;;;;;
737282211;1;;2;1200000;48
737282221;;;;;
737282311;5;2;;;40
737282321;;;;;
737282331;;;;;
737282341;;;;;
737282351;;;;;
737282361;;;;;
737282371;;;;;
737282411;;;;;
737282421;5;2;;;40
737282431;;;;;
737282441;;;;;
737282511;5;2;;;40
737282611;5;2;;;48
737282621;5;2;;;56
737282631;;;;;
737282641;;;;;
737282651;;;;;
737282711;;;;;
737282721;5;2;;;35
737282731;;;;;
737282811;5;2;;;38
737282821;;;;;
737282911;5;2;;;40
737282921;;;;;
737282931;;;;;
737283011;5;2;;;40
737283021;;;;;
737283111;5;2;;;40
737283211;5;2;;;48
737283221;;;;;
737283311;5;2;;;35
737283321;;;;;
737283331;;;;;
737283341;;;;;
737283351;;;;;
737283411;5;2;;;40
737283421;;;;;
737283431;;;;;
737283511;5;2;;;45
737283611;5;2;;;38
737283621;5;2;;;50
737283711;5;2;;;40
737283721;5;2;;;50
737283811;5;2;;;48
737283821;;;;;
737283861;;;;;
737283911;;;;;
737283921;5;2;;;10
737283931;5;2;;;30
737283941;;;;;
737284011;;;;;
737284021;5;2;;;70
737284051;;;;;
737284061;5;2;;;30
737284071;;;;;
737284111;5;2;;;30
737284121;;;;;
737284131;;;;;
737284141;;;;;
737284211;5;2;;;48
737284221;;;;;
737284231;;;;;
737284271;;;;;
737284281;;;;;
737284291;;;;;
737284311;;;;;
737284321;5;2;;;30
737284331;;;;;
737284411;;;;;
737284421;5;2;;;70
737284441;5;2;;;72
737284511;5;2;;;30
737284521;;;;;
737284531;;;;;
737284541;;;;;
737284551;;;;;
737284711;;;;;
737284811;5;2;;;30
737284821;;;;;
737284841;;;;;
737284911;5;2;;;36
737284921;;;;;
737284931;;;;;
737285011;5;2;;;59
737285021;;;;;
737285031;5;2;;;48
737285041;;;;;
737285051;;;;;
737285061;;;;;
737285081;;;;;
7372850101;5;2;;;48
737285111;;;;;
737285121;;;;;
737285131;;;;;
737285141;;;;;
737285211;3;;1;200000;30
737285311;5;2;;;20
737285321;5;2;;;70
737285411;5;2;;;60
737285421;5;2;;;30
737285431;;;;;
737285511;5;2;;;30
737285521;5;2;;;10
737285611;5;2;;;30
737285621;;;;;
737285811;1;;2;1200000;80
737285821;;;;;
737285831;;;;;
737285911;;;;;
737286011;;;;;
737286021;;;;;
737286111;5;2;;;36
737286121;;;;;
737286211;2;;1;2200000;25
737286231;;;;;
737286311;2;;1;1700000;25
737286351;;;;;
737286411;;;;;
737286421;;;;;
737286431;;;;;
737286451;;;;;
737286461;;;;;
737286511;5;2;;;30
737286611;;;;;
737286631;5;2;;;40
737286641;5;2;;;60
737286651;5;2;;;60
737286711;1;;1;1000000;30
737286731;;;;;
737286741;;;;;
737286811;5;2;;;20
737286821;;;;;
737286831;;;;;
737286841;;;;;
737286911;;;;;
737286921;5;2;;;48
737286931;;;;;
737286941;;;;;
737287011;;;;;
737287111;5;2;;;30
737287211;;;;;
737287411;5;2;;;40
737287421;;;;;
737287511;2;;1;1200000;25
737287521;;;;;
737287611;5;2;;;60
737287621;5;2;;;60
737287631;;;;;
737287711;5;2;;;50
737287721;;;;;
737287811;2;;1;2500000;40
737287821;;;;;
737287911;;;;;
737287921;;;;;
737287931;;;;;
737288111;5;2;;;48
737288211;;;;;
737288221;;;;;
737288311;5;2;;;60
